행정동,분기,임대료(천원/㎡)
금호1가동,20241,45
금호1가동,20242,45.6
금호1가동,20243,49.3
금호1가동,20244,50.2
금호1가동,20244,53.2
금호1가동,20251,50.8
금호1가동,20252,51.8
금호1가동,20253,52.4
금호1가동,20254,53.2
금호2·3가동,20211,39
금호2·3가동,20212,39.4
금호2·3가동,20213,39.7
금호2·3가동,20214,39.8
금호2·3가동,20221,41.2
금호2·3가동,20222,41.3
금호2·3가동,20223,42.8
금호2·3가동,20224,42.9
금호2·3가동,20231,43.2
금호2·3가동,20232,43.7
금호2·3가동,20233,44.2
금호2·3가동,20234,44.6
금호2·3가동,20241,45
금호2·3가동,20242,45.6
금호2·3가동,20243,49.3
금호2·3가동,20244,50.2
금호2·3가동,20244,53.2
금호2·3가동,20251,50.8
금호2·3가동,20252,51.8
금호2·3가동,20253,52.4
금호2·3가동,20254,53.2
금호4가동,20211,39
금호4가동,20212,39.4
금호4가동,20213,39.7
금호4가동,20214,39.8
금호4가동,20221,41.2
금호4가동,20222,41.3
금호4가동,20223,42.8
금호4가동,20224,42.9
금호4가동,20231,43.2
금호4가동,20232,43.7
금호4가동,20233,44.2
금호4가동,20234,44.6
금호4가동,20241,45
금호4가동,20242,45.6
금호4가동,20243,49.3
금호4가동,20244,50.2
금호4가동,20244,53.2
금호4가동,20251,50.8
금호4가동,20252,51.8
금호4가동,20253,52.4
금호4가동,20254,53.2
옥수동,20211,39
옥수동,20212,39.4
옥수동,20213,39.7
옥수동,20214,39.8
옥수동,20221,41.2
옥수동,20222,41.3
옥수동,20223,42.8
옥수동,20224,42.9
옥수동,20231,43.2
옥수동,20232,43.7
옥수동,20233,44.2
옥수동,20234,44.6
옥수동,20241,45
옥수동,20242,45.6
옥수동,20243,49.3
옥수동,20244,50.2
옥수동,20244,53.2
옥수동,20251,50.8
옥수동,20252,51.8
옥수동,20253,52.4
옥수동,20254,53.2
성수1가1동,20211,39
성수1가1동,20212,39.4
성수1가1동,20213,39.7
성수1가1동,20214,39.8
성수1가1동,20221,41.2
성수1가1동,20222,41.3
성수1가1동,20223,42.8
성수1가1동,20224,42.9
성수1가1동,20231,43.2
성수1가1동,20232,43.7
성수1가1동,20233,44.2
성수1가1동,20234,44.6
성수1가1동,20241,45
성수1가1동,20242,45.6
성수1가1동,20243,49.3
성수1가1동,20244,50.2
성수1가1동,20244,53.2
성수1가1동,20251,50.8
성수1가1동,20252,51.8
성수1가1동,20253,52.4
성수1가1동,20254,53.2
성수1가2동,20211,39
성수1가2동,20212,39.4
성수1가2동,20213,39.7
성수1가2동,20214,39.8
성수1가2동,20221,41.2
성수1가2동,20222,41.3
성수1가2동,20223,42.8
성수1가2동,20224,42.9
성수1가2동,20231,43.2
성수1가2동,20232,43.7
성수1가2동,20233,44.2
성수1가2동,20234,44.6
성수1가2동,20241,45
성수1가2동,20242,45.6
성수1가2동,20243,49.3
성수1가2동,20244,50.2
성수1가2동,20244,53.2
성수1가2동,20251,50.8
성수1가2동,20252,51.8
성수1가2동,20253,52.4
성수1가2동,20254,53.2
성수2가1동,20211,39
성수2가1동,20212,39.4
성수2가1동,20213,39.7
성수2가1동,20214,39.8
성수2가1동,20221,41.2
성수2가1동,20222,41.3
성수2가1동,20223,42.8
성수2가1동,20224,42.9
성수2가1동,20231,43.2
성수2가1동,20232,43.7
성수2가1동,20233,44.2
성수2가1동,20234,44.6
성수2가1동,20241,45
성수2가1동,20242,45.6
성수2가1동,20243,49.3
성수2가1동,20244,50.2
성수2가1동,20244,53.2
성수2가1동,20251,50.8
성수2가1동,20252,51.8
성수2가1동,20253,52.4
성수2가1동,20254,53.2
성수2가3동,20211,39
성수2가3동,20212,39.4
성수2가3동,20213,39.7
성수2가3동,20214,39.8
성수2가3동,20221,41.2
성수2가3동,20222,41.3
성수2가3동,20223,42.8
성수2가3동,20224,42.9
성수2가3동,20231,43.2
성수2가3동,20232,43.7
성수2가3동,20233,44.2
성수2가3동,20234,44.6
성수2가3동,20241,45
성수2가3동,20242,45.6
성수2가3동,20243,49.3
성수2가3동,20244,50.2
성수2가3동,20244,53.2
성수2가3동,20251,50.8
성수2가3동,20252,51.8
성수2가3동,20253,52.4
성수2가3동,20254,53.2
송정동,20211,39
송정동,20212,39.4
송정동,20213,39.7
송정동,20214,39.8
송정동,20221,41.2
송정동,20222,41.3
송정동,20223,42.8
송정동,20224,42.9
송정동,20231,43.2
송정동,20232,43.7
송정동,20233,44.2
송정동,20234,44.6
송정동,20241,45
송정동,20242,45.6
송정동,20243,49.3
송정동,20244,50.2
송정동,20244,53.2
송정동,20251,50.8
송정동,20252,51.8
송정동,20253,52.4
송정동,20254,53.2
용답동,20211,39
용답동,20212,39.4
용답동,20213,39.7
용답동,20214,39.8
용답동,20221,41.2
용답동,20222,41.3
용답동,20223,42.8
용답동,20224,42.9
용답동,20231,43.2
용답동,20232,43.7
용답동,20233,44.2
용답동,20234,44.6
용답동,20241,45
용답동,20242,45.6
용답동,20243,49.3
용답동,20244,50.2
용답동,20244,53.2
용답동,20251,50.8
용답동,20252,51.8
용답동,20253,52.4
용답동,20254,53.2
화양동,20211,52
화양동,20212,52.2
화양동,20213,51.8
화양동,20214,51.6
화양동,20221,47.7
화양동,20222,48
화양동,20223,47.9
화양동,20224,47.9
화양동,20231,47.9
화양동,20232,48
화양동,20233,48
화양동,20234,48
화양동,20241,48
화양동,20242,48
화양동,20243,48
화양동,20244,48
화양동,20244,48.1
화양동,20251,48
화양동,20252,48
화양동,20253,48
화양동,20254,48.1
군자동,20211,52
군자동,20212,52.2
군자동,20213,51.8
군자동,20214,51.6
군자동,20221,47.7
군자동,20222,48
군자동,20223,47.9
군자동,20224,47.9
군자동,20231,47.9
군자동,20232,48
군자동,20233,48
군자동,20234,48
군자동,20241,48
군자동,20242,48
군자동,20243,48
군자동,20244,48
군자동,20244,48.1
군자동,20251,48
군자동,20252,48
군자동,20253,48
군자동,20254,48.1
중곡1동,20211,52
중곡1동,20212,52.2
중곡1동,20213,51.8
중곡1동,20214,51.6
중곡1동,20221,47.7
중곡1동,20222,48
중곡1동,20223,47.9
중곡1동,20224,47.9
중곡1동,20231,47.9
중곡1동,20232,48
중곡1동,20233,48
중곡1동,20234,48
중곡1동,20241,48
중곡1동,20242,48
중곡1동,20243,48
중곡1동,20244,48
중곡1동,20244,48.1
중곡1동,20251,48
중곡1동,20252,48
중곡1동,20253,48
중곡1동,20254,48.1
중곡2동,20211,52
중곡2동,20212,52.2
중곡2동,20213,51.8
중곡2동,20214,51.6
중곡2동,20221,47.7
중곡2동,20222,48
중곡2동,20223,47.9
중곡2동,20224,47.9
중곡2동,20231,47.9
중곡2동,20232,48
중곡2동,20233,48
중곡2동,20234,48
중곡2동,20241,48
중곡2동,20242,48
중곡2동,20243,48
중곡2동,20244,48
중곡2동,20244,48.1
중곡2동,20251,48
중곡2동,20252,48
중곡2동,20253,48
중곡2동,20254,48.1
중곡3동,20211,52
중곡3동,20212,52.2
중곡3동,20213,51.8
중곡3동,20214,51.6
중곡3동,20221,47.7
중곡3동,20222,48
중곡3동,20223,47.9
중곡3동,20224,47.9
중곡3동,20231,47.9
중곡3동,20232,48
중곡3동,20233,48
중곡3동,20234,48
중곡3동,20241,48
중곡3동,20242,48
중곡3동,20243,48
중곡3동,20244,48
중곡3동,20244,48.1
중곡3동,20251,48
중곡3동,20252,48
중곡3동,20253,48
중곡3동,20254,48.1
중곡4동,20211,52
중곡4동,20212,52.2
중곡4동,20213,51.8
중곡4동,20214,51.6
중곡4동,20221,47.7
중곡4동,20222,48
중곡4동,20223,47.9
중곡4동,20224,47.9
중곡4동,20231,47.9
중곡4동,20232,48
중곡4동,20233,48
중곡4동,20234,48
중곡4동,20241,48
중곡4동,20242,48
중곡4동,20243,48
중곡4동,20244,48
중곡4동,20244,48.1
중곡4동,20251,48
중곡4동,20252,48
중곡4동,20253,48
중곡4동,20254,48.1
능동,20211,52
능동,20212,52.2
능동,20213,51.8
능동,20214,51.6
능동,20221,47.7
능동,20222,48
능동,20223,47.9
능동,20224,47.9
능동,20231,47.9
능동,20232,48
능동,20233,48
능동,20234,48
능동,20241,48
능동,20242,48
능동,20243,48
능동,20244,48
능동,20244,48.1
능동,20251,48
능동,20252,48
능동,20253,48
능동,20254,48.1
광장동,20211,52
광장동,20212,52.2
광장동,20213,51.8
광장동,20214,51.6
광장동,20221,47.7
광장동,20222,48
광장동,20223,47.9
광장동,20224,47.9
광장동,20231,47.9
광장동,20232,48
광장동,20233,48
광장동,20234,48
광장동,20241,48
광장동,20242,48
광장동,20243,48
광장동,20244,48
광장동,20244,48.1
광장동,20251,48
광장동,20252,48
광장동,20253,48
광장동,20254,48.1
자양1동,20211,52
자양1동,20212,52.2
자양1동,20213,51.8
자양1동,20214,51.6
자양1동,20221,47.7
자양1동,20222,48
자양1동,20223,47.9
자양1동,20224,47.9
자양1동,20231,47.9
자양1동,20232,48
자양1동,20233,48
자양1동,20234,48
자양1동,20241,48
자양1동,20242,48
자양1동,20243,48
자양1동,20244,48
자양1동,20244,48.1
자양1동,20251,48
자양1동,20252,48
자양1동,20253,48
자양1동,20254,48.1
자양2동,20211,52
자양2동,20212,52.2
자양2동,20213,51.8
자양2동,20214,51.6
자양2동,20221,47.7
자양2동,20222,48
자양2동,20223,47.9
자양2동,20224,47.9
자양2동,20231,47.9
자양2동,20232,48
자양2동,20233,48
자양2동,20234,48
자양2동,20241,48
자양2동,20242,48
자양2동,20243,48
자양2동,20244,48
자양2동,20244,48.1
자양2동,20251,48
자양2동,20252,48
자양2동,20253,48
자양2동,20254,48.1
자양3동,20211,52
자양3동,20212,52.2
자양3동,20213,51.8
자양3동,20214,51.6
자양3동,20221,47.7
자양3동,20222,48
자양3동,20223,47.9
자양3동,20224,47.9
자양3동,20231,47.9
자양3동,20232,48
자양3동,20233,48
자양3동,20234,48
자양3동,20241,48
자양3동,20242,48
자양3동,20243,48
자양3동,20244,48
자양3동,20244,48.1
자양3동,20251,48
자양3동,20252,48
자양3동,20253,48
자양3동,20254,48.1
자양4동,20211,52
자양4동,20212,52.2
자양4동,20213,51.8
자양4동,20214,51.6
자양4동,20221,47.7
자양4동,20222,48
자양4동,20223,47.9
자양4동,20224,47.9
자양4동,20231,47.9
자양4동,20232,48
자양4동,20233,48
자양4동,20234,48
자양4동,20241,48
자양4동,20242,48
자양4동,20243,48
자양4동,20244,48
자양4동,20244,48.1
자양4동,20251,48
자양4동,20252,48
자양4동,20253,48
자양4동,20254,48.1
구의1동,20211,52
구의1동,20212,52.2
구의1동,20213,51.8
구의1동,20214,51.6
구의1동,20221,47.7
구의1동,20222,48
구의1동,20223,47.9
구의1동,20224,47.9
구의1동,20231,47.9
구의1동,20232,48
구의1동,20233,48
구의1동,20234,48
구의1동,20241,48
구의1동,20242,48
구의1동,20243,48
구의1동,20244,48
구의1동,20244,48.1
구의1동,20251,48
구의1동,20252,48
구의1동,20253,48
구의1동,20254,48.1
구의2동,20211,52
구의2동,20212,52.2
구의2동,20213,51.8
구의2동,20214,51.6
구의2동,20221,47.7
구의2동,20222,48
구의2동,20223,47.9
구의2동,20224,47.9
구의2동,20231,47.9
구의2동,20232,48
구의2동,20233,48
구의2동,20234,48
구의2동,20241,48
구의2동,20242,48
구의2동,20243,48
구의2동,20244,48
구의2동,20244,48.1
구의2동,20251,48
구의2동,20252,48
구의2동,20253,48
구의2동,20254,48.1
구의3동,20211,52
구의3동,20212,52.2
구의3동,20213,51.8
구의3동,20214,51.6
구의3동,20221,47.7
구의3동,20222,48
구의3동,20223,47.9
구의3동,20224,47.9
구의3동,20231,47.9
구의3동,20232,48
구의3동,20233,48
구의3동,20234,48
구의3동,20241,48
구의3동,20242,48
구의3동,20243,48
구의3동,20244,48
구의3동,20244,48.1
구의3동,20251,48
구의3동,20252,48
구의3동,20253,48
구의3동,20254,48.1
용신동,20211,41
용신동,20212,41.2
용신동,20213,41.4
용신동,20214,41.4
용신동,20221,43.5
용신동,20222,43.5
용신동,20223,43.4
용신동,20224,43.5
용신동,20231,43.5
용신동,20232,43.6
용신동,20233,43.8
용신동,20234,43.9
용신동,20241,44
용신동,20242,44.1
용신동,20243,43.8
용신동,20244,43.8
용신동,20244,43.9
용신동,20251,43.8
용신동,20252,43.8
용신동,20253,43.9
용신동,20254,43.9
제기동,20211,41
제기동,20212,41.2
제기동,20213,41.4
제기동,20214,41.4
제기동,20221,43.5
제기동,20222,43.5
제기동,20223,43.4
제기동,20224,43.5
제기동,20231,43.5
제기동,20232,43.6
제기동,20233,43.8
제기동,20234,43.9
제기동,20241,44
제기동,20242,44.1
제기동,20243,43.8
제기동,20244,43.8
제기동,20244,43.9
제기동,20251,43.8
제기동,20252,43.8
제기동,20253,43.9
제기동,20254,43.9
전농1동,20211,41
전농1동,20212,41.2
전농1동,20213,41.4
전농1동,20214,41.4
전농1동,20221,43.5
전농1동,20222,43.5
전농1동,20223,43.4
전농1동,20224,43.5
전농1동,20231,43.5
전농1동,20232,43.6
전농1동,20233,43.8
전농1동,20234,43.9
전농1동,20241,44
전농1동,20242,44.1
전농1동,20243,43.8
전농1동,20244,43.8
전농1동,20244,43.9
전농1동,20251,43.8
전농1동,20252,43.8
전농1동,20253,43.9
전농1동,20254,43.9
전농2동,20211,41
전농2동,20212,41.2
전농2동,20213,41.4
전농2동,20214,41.4
전농2동,20221,43.5
전농2동,20222,43.5
전농2동,20223,43.4
전농2동,20224,43.5
전농2동,20231,43.5
전농2동,20232,43.6
전농2동,20233,43.8
전농2동,20234,43.9
전농2동,20241,44
전농2동,20242,44.1
전농2동,20243,43.8
전농2동,20244,43.8
전농2동,20244,43.9
전농2동,20251,43.8
전농2동,20252,43.8
전농2동,20253,43.9
전농2동,20254,43.9
답십리1동,20211,41
답십리1동,20212,41.2
답십리1동,20213,41.4
답십리1동,20214,41.4
답십리1동,20221,43.5
답십리1동,20222,43.5
답십리1동,20223,43.4
답십리1동,20224,43.5
답십리1동,20231,43.5
답십리1동,20232,43.6
답십리1동,20233,43.8
답십리1동,20234,43.9
답십리1동,20241,44
답십리1동,20242,44.1
답십리1동,20243,43.8
답십리1동,20244,43.8
답십리1동,20244,43.9
답십리1동,20251,43.8
답십리1동,20252,43.8
답십리1동,20253,43.9
답십리1동,20254,43.9
답십리2동,20211,41
답십리2동,20212,41.2
답십리2동,20213,41.4
답십리2동,20214,41.4
답십리2동,20221,43.5
답십리2동,20222,43.5
답십리2동,20223,43.4
답십리2동,20224,43.5
답십리2동,20231,43.5
답십리2동,20232,43.6
답십리2동,20233,43.8
답십리2동,20234,43.9
답십리2동,20241,44
답십리2동,20242,44.1
답십리2동,20243,43.8
답십리2동,20244,43.8
답십리2동,20244,43.9
답십리2동,20251,43.8
답십리2동,20252,43.8
답십리2동,20253,43.9
답십리2동,20254,43.9
장안1동,20211,41
장안1동,20212,41.2
장안1동,20213,41.4
장안1동,20214,41.4
장안1동,20221,43.5
장안1동,20222,43.5
장안1동,20223,43.4
장안1동,20224,43.5
장안1동,20231,43.5
장안1동,20232,43.6
장안1동,20233,43.8
장안1동,20234,43.9
장안1동,20241,44
장안1동,20242,44.1
장안1동,20243,43.8
장안1동,20244,43.8
장안1동,20244,43.9
장안1동,20251,43.8
장안1동,20252,43.8
장안1동,20253,43.9
장안1동,20254,43.9
장안2동,20211,41
장안2동,20212,41.2
장안2동,20213,41.4
장안2동,20214,41.4
장안2동,20221,43.5
장안2동,20222,43.5
장안2동,20223,43.4
장안2동,20224,43.5
장안2동,20231,43.5
장안2동,20232,43.6
장안2동,20233,43.8
장안2동,20234,43.9
장안2동,20241,44
장안2동,20242,44.1
장안2동,20243,43.8
장안2동,20244,43.8
장안2동,20244,43.9
장안2동,20251,43.8
장안2동,20252,43.8
장안2동,20253,43.9
장안2동,20254,43.9
청량리동,20211,41
청량리동,20212,41.2
청량리동,20213,41.4
청량리동,20214,41.4
청량리동,20221,43.5
청량리동,20222,43.5
청량리동,20223,43.4
청량리동,20224,43.5
청량리동,20231,43.5
청량리동,20232,43.6
청량리동,20233,43.8
청량리동,20234,43.9
청량리동,20241,44
청량리동,20242,44.1
청량리동,20243,43.8
청량리동,20244,43.8
청량리동,20244,43.9
청량리동,20251,43.8
청량리동,20252,43.8
청량리동,20253,43.9
청량리동,20254,43.9
회기동,20211,41
회기동,20212,41.2
회기동,20213,41.4
회기동,20214,41.4
회기동,20221,43.5
회기동,20222,43.5
회기동,20223,43.4
회기동,20224,43.5
회기동,20231,43.5
회기동,20232,43.6
회기동,20233,43.8
회기동,20234,43.9
회기동,20241,44
회기동,20242,44.1
회기동,20243,43.8
회기동,20244,43.8
회기동,20244,43.9
회기동,20251,43.8
회기동,20252,43.8
회기동,20253,43.9
회기동,20254,43.9
휘경1동,20211,41
휘경1동,20212,41.2
휘경1동,20213,41.4
휘경1동,20214,41.4
휘경1동,20221,43.5
휘경1동,20222,43.5
휘경1동,20223,43.4
휘경1동,20224,43.5
휘경1동,20231,43.5
휘경1동,20232,43.6
휘경1동,20233,43.8
휘경1동,20234,43.9
휘경1동,20241,44
휘경1동,20242,44.1
휘경1동,20243,43.8
휘경1동,20244,43.8
휘경1동,20244,43.9
휘경1동,20251,43.8
휘경1동,20252,43.8
휘경1동,20253,43.9
휘경1동,20254,43.9
휘경2동,20211,41
휘경2동,20212,41.2
휘경2동,20213,41.4
휘경2동,20214,41.4
휘경2동,20221,43.5
휘경2동,20222,43.5
휘경2동,20223,43.4
휘경2동,20224,43.5
휘경2동,20231,43.5
휘경2동,20232,43.6
휘경2동,20233,43.8
휘경2동,20234,43.9
휘경2동,20241,44
휘경2동,20242,44.1
휘경2동,20243,43.8
휘경2동,20244,43.8
휘경2동,20244,43.9
휘경2동,20251,43.8
휘경2동,20252,43.8
휘경2동,20253,43.9
휘경2동,20254,43.9
이문1동,20211,41
이문1동,20212,41.2
이문1동,20213,41.4
이문1동,20214,41.4
이문1동,20221,43.5
이문1동,20222,43.5
이문1동,20223,43.4
이문1동,20224,43.5
이문1동,20231,43.5
이문1동,20232,43.6
이문1동,20233,43.8
이문1동,20234,43.9
이문1동,20241,44
이문1동,20242,44.1
이문1동,20243,43.8
이문1동,20244,43.8
이문1동,20244,43.9
